AAPL,MSI,SBUX
33.25331497192383,77.28401184082031,51.924530029296875
33.94254684448242,77.28401184082031,52.033409118652344
34.01808547973633,77.40361022949219,52.2057991027832
33.97323226928711,78.0844497680664,52.76831817626953
33.90950012207031,79.3265151977539,52.976993560791016
33.9189453125,78.04764556884766,53.022361755371094
34.1715087890625,77.76244354248047,52.913482666015625
33.994483947753906,77.12760925292969,52.822757720947266
33.90950012207031,77.46802520751953,52.550575256347656
33.83396911621094,77.51403045654297,52.64129638671875
33.793846130371094,77.01720428466797,52.57778549194336
33.43034362792969,76.77798461914062,52.51427459716797
33.47047805786133,76.21675872802734,52.24209213256836
33.29343795776367,75.7567138671875,52.17856979370117
33.4775505065918,76.43755340576172,52.695735931396484
33.32884216308594,76.03275299072266,52.940711975097656
33.20609664916992,76.70438385009766,53.566734313964844
33.62153244018555,77.37601470947266,54.51032638549805
33.581417083740234,77.0263900756836,54.991188049316406
33.904781341552734,77.94642639160156,55.4448356628418
34.11486053466797,78.5628662109375,55.308753967285156
33.91421890258789,78.55366516113281,55.85313034057617
33.940185546875,79.18851470947266,55.61723327636719
33.90713882446289,79.09651184082031,54.492183685302734
34.59874725341797,79.27132415771484,54.60105895996094
34.81825637817383,79.05048370361328,54.891387939453125
34.712039947509766,79.46454620361328,54.97304153442383
34.58694076538086,79.21611022949219,55.190799713134766
35.1605224609375,77.68882751464844,55.29967498779297
36.116477966308594,76.90679168701172,55.290611267089844
36.347801208496094,77.99243927001953,55.5547981262207
36.17547607421875,78.9124984741211,55.263267517089844
36.48834228515625,78.53528594970703,54.90796661376953
36.997928619384766,77.47721862792969,54.59821319580078
36.90311813354492,77.72564697265625,55.07195281982422
36.848609924316406,77.00799560546875,54.64376449584961
35.61138916015625,75.30591583251953,54.416015625
36.154151916503906,74.36746978759766,54.49800109863281
36.27739715576172,74.36746978759766,55.90099334716797
36.49782943725586,76.29955291748047,55.782554626464844
36.452796936035156,75.54512023925781,55.70968246459961
36.34376525878906,75.64633178710938,56.38383483886719
36.46937942504883,75.69231414794922,57.30398178100586
36.40776062011719,75.31511688232422,57.66840362548828
36.42197799682617,76.20756530761719,57.63195037841797
36.2062873840332,76.88839721679688,57.9508171081543
36.305843353271484,78.79287719726562,58.078369140625
36.8438606262207,79.69454193115234,58.825416564941406
36.48360061645508,80.32936096191406,58.55209732055664
36.606849670410156,80.46736907958984,58.45188903808594
36.82490158081055,79.28971862792969,57.850608825683594
36.734840393066406,79.72215270996094,56.70270538330078
35.31039047241211,79.2804946899414,56.65715026855469
34.46660614013672,79.2253189086914,55.837223052978516
34.74391555786133,79.59535217285156,55.5001335144043
34.40498733520508,78.51299285888672,54.90796661376953
34.198787689208984,78.12443542480469,54.74398422241211
33.720027923583984,78.37420654296875,54.78953170776367
34.684661865234375,79.74336242675781,55.48192596435547
34.36943435668945,79.31782531738281,54.53444290161133
34.573265075683594,79.78036499023438,54.62554168701172
34.51639938354492,80.81646728515625,54.21558380126953
34.670433044433594,82.00059509277344,54.488895416259766
34.56141662597656,81.79708862304688,54.33401870727539
34.06605911254883,81.1495132446289,53.714508056640625
34.563785552978516,81.52880859375,53.914947509765625
34.054203033447266,80.2984390258789,53.167903900146484
34.13479995727539,80.24292755126953,53.12234878540039
34.01155471801758,80.18741607666016,53.06768035888672
34.15138626098633,80.32617950439453,52.78526306152344
33.82904815673828,79.52134704589844,52.475502014160156
34.17271423339844,80.77021789550781,52.876365661621094
34.381282806396484,80.69622039794922,52.66682434082031
34.49268341064453,81.08475494384766,52.74882125854492
34.54246139526367,82.00984191894531,53.33188247680664
35.023597717285156,81.71382904052734,53.186119079589844
35.32460403442383,81.97285461425781,53.53230667114258
35.44784927368164,81.6675796508789,53.140567779541016
35.571102142333984,81.82483673095703,53.0312385559082
35.79389190673828,83.05521392822266,52.94014358520508
35.63272476196289,83.22173309326172,52.867252349853516
35.61613082885742,83.73978424072266,52.82170104980469
36.0474967956543,83.87855529785156,52.85813903808594
36.20155715942383,84.54460906982422,53.340999603271484
36.37221145629883,84.9609146118164,52.78526306152344
35.68486785888672,85.30319213867188,54.20646286010742
35.433631896972656,84.19306945800781,49.19579315185547
35.251129150390625,83.88780975341797,49.177574157714844
35.563995361328125,85.06265258789062,49.86083984375
37.24441909790039,83.6565170288086,50.49856948852539
36.8723030090332,83.62879180908203,50.72632598876953
37.066654205322266,83.60102844238281,50.50767135620117
37.64023208618164,82.5186767578125,50.68077850341797
37.94124221801758,81.94508361816406,49.89374923706055
38.17351531982422,81.88035583496094,49.179935455322266
36.957618713378906,80.47418212890625,48.5667839050293
37.47157287597656,80.927490234375,48.667457580566406
38.03550720214844,81.9636001586914,48.70406723022461
38.45191955566406,81.33454132080078,48.6400032043457
38.29724884033203,81.58432006835938,48.960296630859375
37.5620002746582,80.60370635986328,48.539329528808594
37.47633361816406,80.82573699951172,48.228179931640625
37.40733337402344,80.66844940185547,48.6400032043457
38.01884460449219,79.93763732910156,49.82968521118164
38.06644058227539,79.7525863647461,49.4910888671875
37.897499084472656,80.03014373779297,49.36296463012695
38.03789520263672,80.3724136352539,49.747318267822266
38.42097854614258,80.7609634399414,49.783931732177734
38.76362228393555,80.4279556274414,49.50938415527344
38.86832046508789,81.0940170288086,49.89374923706055
39.022972106933594,81.51953887939453,50.20490264892578
39.03489303588867,81.28826904296875,50.26895523071289
38.56612777709961,80.16891479492188,50.45198059082031
38.52568054199219,79.29931640625,49.701560974121094
38.37101364135742,79.88211822509766,48.93284225463867
37.745208740234375,78.74425506591797,48.951141357421875
38.4281120300293,80.49269104003906,49.4361686706543
38.27583694458008,81.16799926757812,48.99689865112305
37.987918853759766,79.53060150146484,49.683265686035156
37.66193771362305,78.67481994628906,49.90290451049805
38.04264450073242,79.51197814941406,50.03101348876953
37.75473403930664,79.51197814941406,50.049312591552734
37.76900863647461,79.84685516357422,49.98525619506836
37.13608169555664,79.67010498046875,50.47028732299805
36.498390197753906,79.0561752319336,50.3421745300293
36.14146423339844,78.40509033203125,50.41537857055664
35.822628021240234,77.67022705078125,50.287254333496094
36.43889617919922,77.2237319946289,50.45198059082031
36.6982536315918,78.22834014892578,50.323875427246094
36.47220993041992,77.84696197509766,49.87544250488281
36.672088623046875,78.94458770751953,49.15248107910156
36.59831619262695,79.84685516357422,49.243995666503906
36.75773620605469,79.70732879638672,49.40871810913086
36.519805908203125,79.66081237792969,49.353816986083984
36.974281311035156,79.99566650390625,49.966957092285156
36.952857971191406,83.19551086425781,50.488582611083984
37.08134841918945,82.87922668457031,50.351318359375
37.09563064575195,82.86064910888672,50.717384338378906
37.25028610229492,83.028076171875,50.9187126159668
37.11942672729492,83.5303726196289,51.22071075439453
37.3549919128418,83.65130615234375,50.991920471191406
38.04264450073242,83.12107849121094,50.25065612792969
38.18304443359375,82.67459869384766,49.88459777832031
38.01409912109375,82.86995697021484,50.52519989013672
37.11465835571289,83.39086151123047,50.699073791503906
37.17890167236328,83.71642303466797,49.939510345458984
37.15987777709961,83.66059875488281,49.66496658325195
37.38115310668945,83.93035125732422,49.67411422729492
37.216976165771484,83.76292419433594,49.564300537109375
37.454933166503906,83.97686004638672,50.25065612792969
38.796939849853516,84.82331848144531,50.22319793701172
39.670188903808594,84.06058502197266,50.488582611083984
40.22222137451172,84.21871185302734,50.186588287353516
39.710636138916016,84.23731231689453,50.45198059082031
40.00093460083008,83.7350082397461,50.21405029296875
41.04551696777344,87.66968536376953,51.27560806274414
41.4619140625,85.97674560546875,51.769798278808594
41.59516143798828,85.67909240722656,52.36464309692383
41.935428619384766,86.19068908691406,52.99608612060547
41.849769592285156,85.2140121459961,52.492759704589844
